ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000054282	serologically defined colon cancer antigen 8(SDCCAG8)	Homo sapiens	GO:0005813~centrosome,GO:0005814~centriole,GO:0005829~cytosol,GO:0005911~cell-cell junction,GO:0034451~centriolar satellite,
ENSG00000188488	serpin family A member 5(SERPINA5)	Homo sapiens	GO:0002080~acrosomal membrane,GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0031091~platelet alpha granule,GO:0031094~platelet dense tubular network,GO:0036024~protein C inhibitor-TMPRSS7 complex,GO:0036025~protein C inhibitor-TMPRSS11E complex,GO:0036026~protein C inhibitor-PLAT complex,GO:0036027~protein C inhibitor-PLAU complex,GO:0036028~protein C inhibitor-thrombin complex,GO:0036029~protein C inhibitor-KLK3 complex,GO:0036030~protein C inhibitor-plasma kallikrein complex,GO:0043234~protein complex,GO:0070062~extracellular exosome,GO:0097181~protein C inhibitor-coagulation factor V complex,GO:0097182~protein C inhibitor-coagulation factor Xa complex,GO:0097183~protein C inhibitor-coagulation factor XI complex,
ENSG00000021355	serpin family B member 1(SERPINB1)	Homo sapiens	GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0070062~extracellular exosome,
ENSG00000124570	serpin family B member 6(SERPINB6)	Homo sapiens	GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0043234~protein complex,GO:0070062~extracellular exosome,
ENSG00000099937	serpin family D member 1(SERPIND1)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0070062~extracellular exosome,
ENSG00000135919	serpin family E member 2(SERPINE2)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005829~cytosol,GO:0031012~extracellular matrix,GO:0031091~platelet alpha granule,GO:0031232~extrinsic component of external side of plasma membrane,GO:0031594~neuromuscular junction,GO:1903561~extracellular vesicle,
ENSG00000132386	serpin family F member 1(SERPINF1)	Homo sapiens	GO:0005576~extracellular region,GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0031012~extracellular matrix,GO:0042470~melanosome,GO:0043203~axon hillock,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,
ENSG00000163536	serpin family I member 1(SERPINI1)	Homo sapiens	GO:0005615~extracellular space,GO:0070062~extracellular exosome,
ENSG00000114204	serpin family I member 2(SERPINI2)	Homo sapiens	GO:0005615~extracellular space,GO:0070062~extracellular exosome,
ENSG00000087087	serrate, RNA effector molecule(SRRT)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000166788	serum amyloid A like 1(SAAL1)	Homo sapiens	GO:0005581~collagen trimer,GO:0005615~extracellular space,
ENSG00000168497	serum deprivation response(SDPR)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005901~caveola,GO:0045121~membrane raft,
ENSG00000112658	serum response factor(SRF)	Homo sapiens	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000118515	serum/glucocorticoid regulated kinase 1(SGK1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005789~endoplasmic reticulum membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,
ENSG00000104205	serum/glucocorticoid regulated kinase family member 3(SGK3)	Homo sapiens	GO:0005769~early endosome,GO:0005829~cytosol,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0055037~recycling endosome,
ENSG00000104835	seryl-tRNA synthetase 2, mitochondrial(SARS2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,
ENSG00000031698	seryl-tRNA synthetase(SARS)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000080546	sestrin 1(SESN1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0061700~GATOR2 complex,
ENSG00000149212	sestrin 3(SESN3)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0031932~TORC2 complex,GO:0061700~GATOR2 complex,
ENSG00000010803	sex comb on midleg homolog 1 (Drosophila)(SCMH1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0010369~chromocenter,
ENSG00000047634	sex comb on midleg-like 1 (Drosophila)(SCML1)	Homo sapiens	GO:0005634~nucleus,
ENSG00000102098	sex comb on midleg-like 2 (Drosophila)(SCML2)	Homo sapiens	GO:0005634~nucleus,GO:0031519~PcG protein complex,
ENSG00000129214	sex hormone binding globulin(SHBG)	Homo sapiens	GO:0005576~extracellular region,GO:0070062~extracellular exosome,
ENSG00000203772	shadow of prion protein homolog (zebrafish)(SPRN)	Homo sapiens	GO:0005730~nucleolus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,GO:0031982~vesicle,
ENSG00000180730	shisa family member 2(SHISA2)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000178343	shisa family member 3(SHISA3)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000164054	shisa family member 5(SHISA5)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0031965~nuclear membrane,GO:0070062~extracellular exosome,
ENSG00000188803	shisa family member 6(SHISA6)	Homo sapiens	GO:0016021~integral component of membrane,GO:0032281~AMPA glutamate receptor complex,GO:0045202~synapse,
ENSG00000187902	shisa family member 7(SHISA7)	Homo sapiens	GO:0016021~integral component of membrane,GO:0032281~AMPA glutamate receptor complex,GO:0045202~synapse,
ENSG00000234965	shisa family member 8(SHISA8)	Homo sapiens	GO:0016021~integral component of membrane,GO:0032281~AMPA glutamate receptor complex,GO:0045202~synapse,
ENSG00000237515	shisa family member 9(SHISA9)	Homo sapiens	GO:0008328~ionotropic glutamate receptor complex,GO:0030054~cell junction,GO:0032281~AMPA glutamate receptor complex,GO:0032591~dendritic spine membrane,GO:0045202~synapse,
ENSG00000170786	short chain dehydrogenase/reductase family 16C, member 5(SDR16C5)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000100445	short chain dehydrogenase/reductase family 39U member 1(SDR39U1)	Homo sapiens	GO:0005634~nucleus,
ENSG00000153130	short coiled-coil protein(SCOC)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005768~endosome,GO:0005802~trans-Golgi network,GO:0005829~cytosol,
ENSG00000164403	shroom family member 1(SHROOM1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005874~microtubule,GO:0016460~myosin II complex,
ENSG00000146950	shroom family member 2(SHROOM2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0005923~bicellular tight junction,GO:0016324~apical plasma membrane,GO:0030864~cortical actin cytoskeleton,GO:0070062~extracellular exosome,
ENSG00000138771	shroom family member 3(SHROOM3)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005874~microtubule,GO:0005912~adherens junction,GO:0016324~apical plasma membrane,GO:0043296~apical junction complex,
ENSG00000158352	shroom family member 4(SHROOM4)	Homo sapiens	GO:0001725~stress fiber,GO:0005737~cytoplasm,GO:0009898~cytoplasmic side of plasma membrane,GO:0009925~basal plasma membrane,GO:0015629~actin cytoskeleton,GO:0016324~apical plasma membrane,GO:0016460~myosin II complex,GO:0030864~cortical actin cytoskeleton,GO:0031941~filamentous actin,
ENSG00000163535	shugoshin 2(SGO2)	Homo sapiens	GO:0000775~chromosome, centromeric region,GO:0000777~condensed chromosome kinetochore,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0030892~mitotic cohesin complex,
ENSG00000196470	siah E3 ubiquitin protein ligase 1(SIAH1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005769~early endosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030877~beta-catenin destruction complex,
ENSG00000181788	siah E3 ubiquitin protein ligase 2(SIAH2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005769~early endosome,GO:0005829~cytosol,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000110013	sialic acid acetylesterase(SIAE)	Homo sapiens	GO:0005615~extracellular space,GO:0005764~lysosome,GO:0070062~extracellular exosome,
ENSG00000088827	sialic acid binding Ig like lectin 1(SIGLEC1)	Homo sapiens	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000142512	sialic acid binding Ig like lectin 10(SIGLEC10)	Homo sapiens	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000161640	sialic acid binding Ig like lectin 11(SIGLEC11)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000254415	sialic acid binding Ig like lectin 14(SIGLEC14)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000197046	sialic acid binding Ig like lectin 15(SIGLEC15)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0043234~protein complex,
ENSG00000161643	sialic acid binding Ig like lectin 16 (gene/pseudogene)(SIGLEC16)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000105501	sialic acid binding Ig like lectin 5(SIGLEC5)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000168995	sialic acid binding Ig like lectin 7(SIGLEC7)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,
ENSG00000105366	sialic acid binding Ig like lectin 8(SIGLEC8)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000129450	sialic acid binding Ig like lectin 9(SIGLEC9)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000197471	sialophorin(SPN)	Homo sapiens	GO:0001931~uropod,GO:0005604~basement membrane,GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000146555	sidekick cell adhesion molecule 1(SDK1)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0045202~synapse,GO:0070062~extracellular exosome,
ENSG00000069188	sidekick cell adhesion molecule 2(SDK2)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0045202~synapse,
ENSG00000164466	sideroflexin 1(SFXN1)	Homo sapiens	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000156398	sideroflexin 2(SFXN2)	Homo sapiens	GO:0005743~mitochondrial inner membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000107819	sideroflexin 3(SFXN3)	Homo sapiens	GO:0005739~mitochondrion,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031966~mitochondrial membrane,
ENSG00000147955	sigma non-opioid intracellular receptor 1(SIGMAR1)	Homo sapiens	GO:0005635~nuclear envelope,GO:0005637~nuclear inner membrane,GO:0005640~nuclear outer membrane,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005811~lipid particle,GO:0005887~integral component of plasma membrane,GO:0014069~postsynaptic density,GO:0016021~integral component of membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0030054~cell junction,GO:0030426~growth cone,GO:0031410~cytoplasmic vesicle,GO:0045211~postsynaptic membrane,
ENSG00000197555	signal induced proliferation associated 1 like 1(SIPA1L1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0014069~postsynaptic density,GO:0030054~cell junction,GO:0043197~dendritic spine,GO:0045211~postsynaptic membrane,
ENSG00000105738	signal induced proliferation associated 1 like 3(SIPA1L3)	Homo sapiens	GO:0001725~stress fiber,GO:0005615~extracellular space,GO:0016324~apical plasma membrane,GO:0045177~apical part of cell,GO:0061689~tricellular tight junction,
ENSG00000114902	signal peptidase complex subunit 1(SPCS1)	Homo sapiens	GO:0005787~signal peptidase complex,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0031090~organelle membrane,
ENSG00000129128	signal peptidase complex subunit 3(SPCS3)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005787~signal peptidase complex,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,GO:0031090~organelle membrane,
ENSG00000138600	signal peptide peptidase like 2A(SPPL2A)	Homo sapiens	GO:0005765~lysosomal membrane,GO:0005770~late endosome,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030660~Golgi-associated vesicle membrane,GO:0031902~late endosome membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,GO:0071458~integral component of cytoplasmic side of endoplasmic reticulum membrane,GO:0071556~integral component of lumenal side of endoplasmic reticulum membrane,
ENSG00000157837	signal peptide peptidase like 3(SPPL3)	Homo sapiens	GO:0005765~lysosomal membrane,GO:0005791~rough endoplasmic reticulum,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030660~Golgi-associated vesicle membrane,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0071458~integral component of cytoplasmic side of endoplasmic reticulum membrane,GO:0071556~integral component of lumenal side of endoplasmic reticulum membrane,
ENSG00000159307	signal peptide, CUB domain and EGF like domain containing 1(SCUBE1)	Homo sapiens	GO:0005615~extracellular space,GO:0009897~external side of plasma membrane,GO:0009986~cell surface,GO:0019897~extrinsic component of plasma membrane,
ENSG00000146197	signal peptide, CUB domain and EGF like domain containing 3(SCUBE3)	Homo sapiens	GO:0005576~extracellular region,GO:0009986~cell surface,
ENSG00000153037	signal recognition particle 19(SRP19)	Homo sapiens	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005786~signal recognition particle, endoplasmic reticulum targeting,GO:0005829~cytosol,GO:0048500~signal recognition particle,
ENSG00000167881	signal recognition particle 68(SRP68)	Homo sapiens	GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005786~signal recognition particle, endoplasmic reticulum targeting,GO:0005829~cytosol,GO:0005840~ribosome,GO:0005925~focal adhesion,
ENSG00000174780	signal recognition particle 72(SRP72)	Homo sapiens	GO:0005622~intracellular,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005786~signal recognition particle, endoplasmic reticulum targeting,GO:0005829~cytosol,GO:0005886~plasma membrane,
ENSG00000143742	signal recognition particle 9(SRP9)	Homo sapiens	GO:0005785~signal recognition particle receptor complex,GO:0005786~signal recognition particle, endoplasmic reticulum targeting,GO:0005829~cytosol,GO:0048500~signal recognition particle,GO:0070062~extracellular exosome,
ENSG00000198053	signal regulatory protein alpha(SIRPA)	Homo sapiens	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000101307	signal regulatory protein beta 1(SIRPB1)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000196209	signal regulatory protein beta 2(SIRPB2)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000124783	signal sequence receptor subunit 1(SSR1)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000163479	signal sequence receptor subunit 2(SSR2)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000114850	signal sequence receptor subunit 3(SSR3)	Homo sapiens	GO:0005622~intracellular,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000168610	signal transducer and activator of transcription 3(STAT3)	Homo sapiens	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005743~mitochondrial inner membrane,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0090575~RNA polymerase II transcription factor complex,
ENSG00000138378	signal transducer and activator of transcription 4(STAT4)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000126561	signal transducer and activator of transcription 5A(STAT5A)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000173757	signal transducer and activator of transcription 5B(STAT5B)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000115145	signal transducing adaptor molecule 2(STAM2)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0031901~early endosome membrane,GO:0033565~ESCRT-0 complex,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000136738	signal transducing adaptor molecule(STAM)	Homo sapiens	GO:0005622~intracellular,GO:0005829~cytosol,GO:0031901~early endosome membrane,GO:0033565~ESCRT-0 complex,
ENSG00000213445	signal-induced proliferation-associated 1(SIPA1)	Homo sapiens	GO:0005634~nucleus,GO:0005829~cytosol,GO:0016020~membrane,GO:0030133~transport vesicle,GO:0043234~protein complex,GO:0048471~perinuclear region of cytoplasm,
ENSG00000112320	sine oculis binding protein homolog(SOBP)	Homo sapiens	GO:0005634~nucleus,
ENSG00000185187	single Ig and TIR domain containing(SIGIRR)	Homo sapiens	GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000106028	single stranded DNA binding protein 1(SSBP1)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0042645~mitochondrial nucleoid,GO:0070062~extracellular exosome,
ENSG00000157216	single stranded DNA binding protein 3(SSBP3)	Homo sapiens	GO:0005634~nucleus,GO:0043234~protein complex,
ENSG00000130511	single stranded DNA binding protein 4(SSBP4)	Homo sapiens	GO:0005634~nucleus,GO:0016021~integral component of membrane,
ENSG00000159263	single-minded family bHLH transcription factor 2(SIM2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000183172	single-pass membrane protein with aspartate rich tail 1(SMDT1)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0031305~integral component of mitochondrial inner membrane,GO:1990246~uniplex complex,
ENSG00000166002	single-pass membrane protein with coiled-coil domains 4(SMCO4)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000123415	single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005730~nucleolus,
ENSG00000096717	sirtuin 1(SIRT1)	Homo sapiens	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005635~nuclear envelope,GO:0005637~nuclear inner membrane,GO:0005654~nucleoplasm,GO:0005677~chromatin silencing complex,GO:0005719~nuclear euchromatin,GO:0005720~nuclear heterochromatin,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0016605~PML body,GO:0033553~rDNA heterochromatin,GO:0035098~ESC/E(Z) complex,
ENSG00000142082	sirtuin 3(SIRT3)	Homo sapiens	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,
ENSG00000089163	sirtuin 4(SIRT4)	Homo sapiens	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,
ENSG00000124523	sirtuin 5(SIRT5)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005758~mitochondrial intermembrane space,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,
ENSG00000077463	sirtuin 6(SIRT6)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005724~nuclear telomeric heterochromatin,GO:0005730~nucleolus,GO:0005737~cytoplasm,
ENSG00000084112	slingshot protein phosphatase 1(SSH1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030027~lamellipodium,GO:0030496~midbody,GO:0032154~cleavage furrow,
ENSG00000172830	slingshot protein phosphatase 3(SSH3)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,
ENSG00000187122	slit guidance ligand 1(SLIT1)	Homo sapiens	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005623~cell,
ENSG00000145147	slit guidance ligand 2(SLIT2)	Homo sapiens	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0070062~extracellular exosome,
ENSG00000184347	slit guidance ligand 3(SLIT3)	Homo sapiens	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005739~mitochondrion,
ENSG00000112305	small ArfGAP 1(SMAP1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,
ENSG00000084070	small ArfGAP2(SMAP2)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000172058	small EDRK-rich factor 1A(SERF1A)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000205572	small EDRK-rich factor 1B(SERF1B)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000140264	small EDRK-rich factor 2(SERF2)	Homo sapiens	GO:0005634~nucleus,GO:0005829~cytosol,
ENSG00000167037	small G protein signaling modulator 1(SGSM1)	Homo sapiens	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0012505~endomembrane system,GO:0030659~cytoplasmic vesicle membrane,
ENSG00000141258	small G protein signaling modulator 2(SGSM2)	Homo sapiens	GO:0005737~cytoplasm,GO:0012505~endomembrane system,GO:0042470~melanosome,
ENSG00000100359	small G protein signaling modulator 3(SGSM3)	Homo sapiens	GO:0005829~cytosol,GO:0012505~endomembrane system,
ENSG00000198168	small VCP interacting protein(SVIP)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005789~endoplasmic reticulum membrane,GO:0005886~plasma membrane,GO:0030868~smooth endoplasmic reticulum membrane,GO:0031225~anchored component of membrane,GO:0036513~Derlin-1 retrotranslocation complex,GO:0070062~extracellular exosome,
ENSG00000170545	small cell adhesion glycoprotein(SMAGP)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005913~cell-cell adherens junction,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030659~cytoplasmic vesicle membrane,
ENSG00000104969	small glutamine rich tetratricopeptide repeat containing alpha(SGTA)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,
ENSG00000256537	small integral membrane protein 10 like 1(SMIM10L1)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000184785	small integral membrane protein 10(SMIM10)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000273590	small integral membrane protein 11B(SMIM11B)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000163866	small integral membrane protein 12(SMIM12)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000224531	small integral membrane protein 13(SMIM13)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000163683	small integral membrane protein 14(SMIM14)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000188725	small integral membrane protein 15(SMIM15)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000268182	small integral membrane protein 17(SMIM17)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000253457	small integral membrane protein 18(SMIM18)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000176209	small integral membrane protein 19(SMIM19)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000250317	small integral membrane protein 20(SMIM20)	Homo sapiens	GO:0005743~mitochondrial inner membrane,GO:0016021~integral component of membrane,
ENSG00000095932	small integral membrane protein 24(SMIM24)	Homo sapiens	GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000168273	small integral membrane protein 4(SMIM4)	Homo sapiens	GO:0005739~mitochondrion,GO:0016021~integral component of membrane,
ENSG00000204323	small integral membrane protein 5(SMIM5)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000259120	small integral membrane protein 6(SMIM6)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000111850	small integral membrane protein 8(SMIM8)	Homo sapiens	GO:0016021~integral component of membrane,
ENSG00000023608	small nuclear RNA activating complex polypeptide 1(SNAPC1)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0019185~snRNA-activating protein complex,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000104976	small nuclear RNA activating complex polypeptide 2(SNAPC2)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000164975	small nuclear RNA activating complex polypeptide 3(SNAPC3)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,
ENSG00000174446	small nuclear RNA activating complex polypeptide 5(SNAPC5)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,
ENSG00000167088	small nuclear ribonucleoprotein D1 polypeptide(SNRPD1)	Homo sapiens	GO:0000243~commitment complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005682~U5 snRNP,GO:0005685~U1 snRNP,GO:0005686~U2 snRNP,GO:0005687~U4 snRNP,GO:0005689~U12-type spliceosomal complex,GO:0005829~cytosol,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0030532~small nuclear ribonucleoprotein complex,GO:0034709~methylosome,GO:0034715~pICln-Sm protein complex,GO:0034719~SMN-Sm protein complex,GO:0071010~prespliceosome,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:0097526~spliceosomal tri-snRNP complex,
ENSG00000161981	small nuclear ribonucleoprotein U11/U12 subunit 25(SNRNP25)	Homo sapiens	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005689~U12-type spliceosomal complex,GO:0005737~cytoplasm,GO:0045171~intercellular bridge,
ENSG00000124380	small nuclear ribonucleoprotein U4/U6.U5 subunit 27(SNRNP27)	Homo sapiens	GO:0005654~nucleoplasm,GO:0071011~precatalytic spliceosome,
