"id_with_url","name","species","feature_type","description"
"ENSG00000243009","RPP21","Human","Gene","ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000243009"
"ENSG00000214274","ANG","Human","Gene","angiogenin [Source:HGNC Symbol;Acc:HGNC:483]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000336762"
"ENSG00000111707","SUDS3","Human","Gene","SDS3 homolog, SIN3A corepressor complex component [Source:HGNC Symbol;Acc:HGNC:29545]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000111707"
"ENSG00000122565","CBX3","Human","Gene","chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000122565"
"ENSG00000124795","DEK","Human","Gene","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000124795"
"ENSG00000009954","BAZ1B","Human","Gene","bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000009954"
"ENSG00000059588","TARBP1","Human","Gene","TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]  GO:0070039 (GO record; description: rRNA (guanosine-2,-O-)-methyltransferase activity,) is an external reference matched to Translation ENSP00000040877"
"ENSG00000171103","TRMT61B","Human","Gene","tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]  GO:0016433 (GO record; description: rRNA (adenine) methyltransferase activity,) is an external reference matched to Translation ENSP00000302801"
"ENSG00000150459","SAP18","Human","Gene","Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000150459"
"ENSG00000126524","SBDS","Human","Gene","SBDS ribosome assembly guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:19440]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000246868"
"ENSG00000127804","METTL16","Human","Gene","methyltransferase like 16 [Source:HGNC Symbol;Acc:HGNC:28484]  GO:0052907 (GO record; description: 23S rRNA (adenine(1618)-N(6))-methyltransferase activity,) is an external reference matched to Translation ENSP00000263092"
"ENSG00000132591","ERAL1","Human","Gene","Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000254928"
"ENSG00000132603","NIP7","Human","Gene","NIP7, nucleolar pre-rRNA processing protein [Source:HGNC Symbol;Acc:HGNC:24328]  Hs.585728 (UniGene record; description: NIP7, nucleolar pre-rRNA processing protein,) is an external reference matched to Gene ENSG00000132603"
"ENSG00000164576","SAP30L","Human","Gene","SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000164576"
"ENSG00000135828","RNASEL","Human","Gene","ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000356530"
"ENSG00000155438","NIFK","Human","Gene","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]  GO:0009303 (GO record; description: rRNA transcription,) is an external reference matched to Translation ENSP00000285814"
"ENSG00000261992","GATAD2B","Human","Gene","GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000261992"
"ENSG00000103168","TAF1C","Human","Gene","TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000103168"
"ENSG00000223367","RPS18","Human","Gene","ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000223367"
"ENSG00000235650","RPS18","Human","Gene","ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000235650"
"ENSG00000096150","RPS18","Human","Gene","ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000096150"
"ENSG00000225830","ERCC6","Human","Gene","ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000225830"
"ENSG00000272047","GTF2H5","Human","Gene","general transcription factor IIH subunit 5 [Source:HGNC Symbol;Acc:HGNC:21157]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000272047"
"ENSG00000273899","NOL12","Human","Gene","nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000352021"
"ENSG00000242485","MRPL20","Human","Gene","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000341082"
"ENSG00000265681","RPL17","Human","Gene","ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000265681"
"ENSG00000106723","SPIN1","Human","Gene","spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]  GO:0009303 (GO record; description: rRNA transcription,) is an external reference matched to Translation ENSP00000365019"
"ENSG00000099284","H2AFY2","Human","Gene","H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]  GO:1901837 (GO record; description: negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,) is an external reference matched to Translation ENSP00000362352"
"ENSG00000116478","HDAC1","Human","Gene","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000116478"
"ENSG00000120314","WDR55","Human","Gene","WD repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25971]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000351100"
"ENSG00000125484","GTF3C4","Human","Gene","general transcription factor IIIC subunit 4 [Source:HGNC Symbol;Acc:HGNC:4667]  GO:0042791 (GO record; description: 5S class rRNA transcription from RNA polymerase III type 1 promoter,) is an external reference matched to Translation ENSP00000361219"
"ENSG00000089157","RPLP0","Human","Gene","ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000089157"
"ENSG00000145425","RPS3A","Human","Gene","ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000145425"
"ENSG00000147669","POLR2K","Human","Gene","RNA polymerase II subunit K [Source:HGNC Symbol;Acc:HGNC:9198]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000147669"
"ENSG00000163882","POLR2H","Human","Gene","RNA polymerase II subunit H [Source:HGNC Symbol;Acc:HGNC:9195]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000163882"
"ENSG00000166902","MRPL16","Human","Gene","mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000300151"
"ENSG00000141551","CSNK1D","Human","Gene","casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000141551"
"ENSG00000177700","POLR2L","Human","Gene","RNA polymerase II subunit L [Source:HGNC Symbol;Acc:HGNC:9199]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000177700"
"ENSG00000178694","NSUN3","Human","Gene","NOP2/Sun RNA methyltransferase family member 3 [Source:HGNC Symbol;Acc:HGNC:26208]  GO:0031167 (GO record; description: rRNA methylation,) is an external reference matched to Translation ENSP00000318986"
"ENSG00000182362","YBEY","Human","Gene","ybeY metallopeptidase (putative) [Source:HGNC Symbol;Acc:HGNC:1299]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000329614"
"ENSG00000155115","GTF3C6","Human","Gene","general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]  GO:0042791 (GO record; description: 5S class rRNA transcription from RNA polymerase III type 1 promoter,) is an external reference matched to Translation ENSP00000357863"
"ENSG00000160214","RRP1","Human","Gene","ribosomal RNA processing 1 [Source:HGNC Symbol;Acc:HGNC:18785]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000426898"
"ENSG00000185163","DDX51","Human","Gene","DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000380495"
"ENSG00000186184","POLR1D","Human","Gene","RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:20422]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000186184"
"ENSG00000196591","HDAC2","Human","Gene","histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000196591"
"ENSG00000274005","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000482274"
"ENSG00000274626","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000481655"
"ENSG00000275323","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000480135"
"ENSG00000277079","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000478449"
"ENSG00000277359","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000484394"
"ENSG00000278081","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000482023"
"ENSG00000278229","RPS17","Human","Gene","ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000278229"
"ENSG00000242372","EIF6","Human","Gene","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]  GO:0000460 (GO record; description: maturation of 5.8S rRNA,) is an external reference matched to Translation ENSP00000363559"
"ENSG00000100890","KIAA0391","Human","Gene","KIAA0391 [Source:HGNC Symbol;Acc:HGNC:19958]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000100890"
"ENSG00000115524","SF3B1","Human","Gene","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000115524"
"ENSG00000072506","HSD17B10","Human","Gene","hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000072506"
"ENSG00000083520","DIS3","Human","Gene","DIS3 homolog, exosome endoribonuclease and 3,-5, exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000366997"
"ENSG00000088305","DNMT3B","Human","Gene","DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000088305"
"ENSG00000143614","GATAD2B","Human","Gene","GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000143614"
"ENSG00000149480","MTA2","Human","Gene","metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000149480"
"ENSG00000127511","SIN3B","Human","Gene","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000127511"
"ENSG00000132382","MYBBP1A","Human","Gene","MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000132382"
"ENSG00000134046","MBD2","Human","Gene","methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000134046"
"ENSG00000166938","DIS3L","Human","Gene","DIS3 like exosome 3,-5, exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000321583"
"ENSG00000136715","SAP130","Human","Gene","Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000136715"
"ENSG00000197837","HIST4H4","Human","Gene","histone cluster 4 H4 [Source:HGNC Symbol;Acc:HGNC:20510]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000197837"
"ENSG00000270882","HIST2H4A","Human","Gene","histone cluster 2 H4 family member a [Source:HGNC Symbol;Acc:HGNC:4794]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000270882"
"ENSG00000158406","HIST1H4H","Human","Gene","histone cluster 1 H4 family member h [Source:HGNC Symbol;Acc:HGNC:4788]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000158406"
"ENSG00000149273","RPS3","Human","Gene","ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000149273"
"ENSG00000096717","SIRT1","Human","Gene","sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]  R-HSA-5250941 (Reactome gene record; description: Negative epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000096717"
"ENSG00000213780","GTF2H4","Human","Gene","general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000213780"
"ENSG00000108312","UBTF","Human","Gene","upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:HGNC:12511]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000108312"
"ENSG00000108773","KAT2A","Human","Gene","lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000108773"
"ENSG00000114166","KAT2B","Human","Gene","lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000114166"
"ENSG00000102054","RBBP7","Human","Gene","RB binding protein 7, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9890]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000102054"
"ENSG00000071655","MBD3","Human","Gene","methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000071655"
"ENSG00000077235","GTF3C1","Human","Gene","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]  GO:0009303 (GO record; description: rRNA transcription,) is an external reference matched to Translation ENSP00000348510"
"ENSG00000006744","ELAC2","Human","Gene","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000006744"
"ENSG00000054267","ARID4B","Human","Gene","AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000054267"
"ENSG00000057935","MTA3","Human","Gene","metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000057935"
"ENSG00000167491","GATAD2A","Human","Gene","GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000167491"
"ENSG00000169375","SIN3A","Human","Gene","SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000169375"
"ENSG00000198585","NUDT16","Human","Gene","nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]  GO:2000233 (GO record; description: negative regulation of rRNA processing,) is an external reference matched to Translation ENSP00000422375"
"ENSG00000219200","RNASEK","Human","Gene","ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]  GO:0009303 (GO record; description: rRNA transcription,) is an external reference matched to Translation ENSP00000449500"
"ENSG00000109536","FRG1","Human","Gene","FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000226798"
"ENSG00000112159","MDN1","Human","Gene","midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000358400"
"ENSG00000115053","NCL","Human","Gene","nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]  GO:1901838 (GO record; description: positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,) is an external reference matched to Translation ENSP00000318195"
"ENSG00000099817","POLR2E","Human","Gene","RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000099817"
"ENSG00000100142","POLR2F","Human","Gene","RNA polymerase II subunit F [Source:HGNC Symbol;Acc:HGNC:9193]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000100142"
"ENSG00000105171","POP4","Human","Gene","POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000221770"
"ENSG00000105373","GLTSCR2","Human","Gene","glioma tumor suppressor candidate region gene 2 [Source:HGNC Symbol;Acc:HGNC:4333]  GO:0008097 (GO record; description: 5S rRNA binding,) is an external reference matched to Translation ENSP00000246802"
"ENSG00000118246","FASTKD2","Human","Gene","FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000236980"
"ENSG00000121274","PAPD5","Human","Gene","poly(A) RNA polymerase D5, non-canonical [Source:HGNC Symbol;Acc:HGNC:30758]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000396995"
"ENSG00000122034","GTF3A","Human","Gene","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]  GO:0009303 (GO record; description: rRNA transcription,) is an external reference matched to Translation ENSP00000370532"
"ENSG00000124228","DDX27","Human","Gene","DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000360828"
"ENSG00000084463","WBP11","Human","Gene","WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000261167"
"ENSG00000170515","PA2G4","Human","Gene","proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000302886"
"ENSG00000144736","SHQ1","Human","Gene","SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]  GO:2000233 (GO record; description: negative regulation of rRNA processing,) is an external reference matched to Translation ENSP00000315182"
"ENSG00000130810","PPAN","Human","Gene","peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000253107"
"ENSG00000164167","LSM6","Human","Gene","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000296581"
"ENSG00000166197","NOLC1","Human","Gene","nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000385410"
"ENSG00000174547","MRPL11","Human","Gene","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000308897"
"ENSG00000175467","SART1","Human","Gene","squamous cell carcinoma antigen recognized by T-cells 1 [Source:HGNC Symbol;Acc:HGNC:10538]  GO:0000481 (GO record; description: maturation of 5S rRNA,) is an external reference matched to Translation ENSP00000310448"
"ENSG00000179409","GEMIN4","Human","Gene","gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000321706"
"ENSG00000156469","MTERF3","Human","Gene","mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000287025"
"ENSG00000158796","DEDD","Human","Gene","death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]  GO:1901837 (GO record; description: negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,) is an external reference matched to Translation ENSP00000356984"
"ENSG00000197879","MYO1C","Human","Gene","myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000197879"
"ENSG00000204371","EHMT2","Human","Gene","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000204371"
"ENSG00000110768","GTF2H1","Human","Gene","general transcription factor IIH subunit 1 [Source:HGNC Symbol;Acc:HGNC:4655]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000110768"
"ENSG00000111358","GTF2H3","Human","Gene","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000111358"
"ENSG00000111642","CHD4","Human","Gene","chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000111642"
"ENSG00000104872","PIH1D1","Human","Gene","PIH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26075]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000262265"
"ENSG00000075624","ACTB","Human","Gene","actin beta [Source:HGNC Symbol;Acc:HGNC:132]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000075624"
"ENSG00000076108","BAZ2A","Human","Gene","bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000076108"
"ENSG00000020426","MNAT1","Human","Gene","MNAT1, CDK activating kinase assembly factor [Source:HGNC Symbol;Acc:HGNC:7181]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000020426"
"ENSG00000170004","CHD3","Human","Gene","chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000170004"
"ENSG00000145736","GTF2H2","Human","Gene","general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000145736"
"ENSG00000130816","DNMT1","Human","Gene","DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000130816"
